### MNXref Version 18/02/2013 ###
#
#FILE:	comp_xref.tsv
#
#RESOURCE:	The Gene Ontology
#PREFIX:	go
#URL:	http://www.geneontology.org
#VERSION:	09/06/2012
#LICENSE:	The GO Consortium gives permission for any of its products to be used 
#	without license for any purpose under three conditions: 
#	 1- That the Gene Ontology Consortium is clearly acknowledged as the source of 
#	the product; 
#	 2- That any GO Consortium file(s) displayed publicly include the date(s) and/or 
#	version number(s) of the relevant GO file(s) (the GO is evolving and changes will 
#	occur with time); 
#	 3- That neither the content of the GO file(s) nor the logical relationships embedded 
#	within the GO file(s) be altered in any way. 
#	(http://www.geneontology.org/GO.cite.shtml) 
#
#RESOURCE:	The Cell Component Ontology
#PREFIX:	cco
#URL:	http://bioinformatics.ai.sri.com/CCO/
#VERSION:	Version 16.5
#LICENSE:	MetaCyc data are free and open for all users. 
#	(http://biocyc.org/download.shtml) 
#
#RESOURCE:	BiGG
#PREFIX:	bigg
#URL:	http://bigg.ucsd.edu
#VERSION:	10/12/2012
#LICENSE:	Permission to use, copy, modify and distribute any part of this BiGG Database 
#	for educational, research and non-profit purposes, without fee, and without a 
#	written agreement is granted, provided that the above copyright notice, this paragraph 
#	and the following three paragraphs appear in all copies. 
#	Those desiring to incorporate this BiGG database into commercial products or use 
#	for commercial purposes should contact the Technology Transfer & Intellectual 
#	Property Services, University of California, San Diego, 9500 Gilman Drive, Mail 
#	Code 0910, La Jolla, CA 92093-0910, Ph: (858) 534-5815, FAX: (858) 534-7345, e-mail:invent@ucsd.edu. 
#	IN NO EVENT SHALL THE UNIVERSITY OF CALIFORNIA BE LIABLE TO ANY PARTY FOR DIRECT, 
#	INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, 
#	ARISING OUT OF THE USE OF THIS BIGG DATABASE, EVEN IF THE UNIVERSITY OF CALIFORNIA 
#	HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
#	THE BIGG DATABASE PROVIDED HEREIN IS ON AN "AS IS" BASIS, AND THE UNIVERSITY OF 
#	CALIFORNIA HAS NO OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, 
#	OR MODIFICATIONS. THE UNIVERSITY OF CALIFORNIA MAKES NO REPRESENTATIONS AND EXTENDS 
#	NO WARRANTIES OF ANY KIND, EITHER IMPLIED OR EXPRESS, INCLUDING, BUT NOT LIMITED 
#	TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE, 
#	OR THAT THE USE OF THE BIGG DATABASE WILL NOT INFRINGE ANY PATENT, TRADEMARK OR 
#	OTHER RIGHTS. 
#	(http://bigg.ucsd.edu/) 
#
#
#XREF	MNX_ID	Description
go:0070687	MNXC3	macropinocytic cup cytoskeleton|crown cytoskeleton
go:0070688	MNXC6	MLL5-L complex
go:0070691	MNXC6	dimeric positive transcription elongation factor complex b
go:0070692	MNXC6	trimeric positive transcription elongation factor complex b
go:0070693	MNXC6	P-TEFb-cap methyltransferase complex
go:0070695	MNXC3	FHF complex
go:0070701	MNXC2	mucus layer
go:0070702	MNXC2	inner mucus layer
go:0070703	MNXC2	outer mucus layer
go:0070718	MNXC20	alphaPDGFR-SHP-2 complex
go:0070719	MNXC20	alphaPDGFR-PLC-gamma-1-PI3K-SHP-2 complex
go:0070720	MNXC20	Grb2-SHP-2 complex
go:0070721	MNXC6	ISGF3 complex|interferon-stimulated gene factor 3 transcription complex
go:0070722	MNXC6	Tle3-Aes complex|Grg3b-Grg5 complex
go:0070724	MNXC20	BMP receptor complex|bone morphogenetic protein receptor complex
go:0070725	MNXC1	Yb body
go:0070732	MNXC1	spindle envelope
go:0070743	MNXC2	interleukin-23 complex|IL-23 complex
go:0070744	MNXC2	interleukin-27 complex|IL-27 complex
go:0070745	MNXC2	interleukin-35 complex|IL-35 complex
go:0070761	MNXC1	pre-snoRNP complex|pre-small nucleolar ribonucleoprotein complex
go:0070762	MNXC6	NDC1 complex|NDC1 subcomplex
go:0070763	MNXC20	Delta1 complex|Delta1 homodimer complex
go:0070764	MNXC20	gamma-secretase-Delta1 complex
go:0070765	MNXC20	gamma-secretase complex
go:0070766	MNXC1	endobrevin-synaptobrevin 2-alpha-SNAP-NSF-syntaxin-4 complex
go:0070767	MNXC6	BRCA1-Rad51 complex
go:0070768	MNXC1	synaptotagmin-synaptobrevin 2-SNAP-25-syntaxin-1a-syntaxin-1b-Unc13 complex
go:0070769	MNXC20	alphaIIb-beta3 integrin-CIB complex
go:0070770	MNXC20	alphaIIb-beta3 integrin-CD47-FAK complex
go:0070771	MNXC20	alphaIIb-beta3 integrin-CD47-Src complex
go:0070772	MNXC10	PAS complex
go:0070775	MNXC6	H3 histone acetyltransferase complex|H3 HAT complex
go:0070776	MNXC6	MOZ/MORF histone acetyltransferase complex
go:0070820	MNXC3	tertiary granule
go:0070821	MNXC3	tertiary granule membrane
go:0070822	MNXC6	Sin3-type complex
go:0070823	MNXC6	HDA1 complex
go:0070824	MNXC6	SHREC complex
go:0070825	MNXC1	micropyle
go:0070826	MNXC3	paraferritin complex
go:0070847	MNXC6	core mediator complex|S mediator complex|C mediator complex
go:0070850	MNXC1	TACC/TOG complex
go:0070852	MNXC1	cell body fiber|cell body fibre
go:0070860	MNXC6	RNA polymerase I core factor complex
go:0070864	MNXC1	sperm individualization complex
go:0070865	MNXC1	investment cone|F-actin cone
go:0070867	MNXC20	mating projection tip membrane
go:0070876	MNXC6	SOSS complex
go:0070877	MNXC6	microprocessor complex
go:0070912	MNXC6	Ddb1-Ckn1 complex
go:0070913	MNXC6	Ddb1-Wdr21 complex
go:0070916	MNXC15	inositol phosphoceramide synthase complex|IPC synthase complex
go:0070931	MNXC15	Golgi-associated vesicle lumen
go:0070937	MNXC3	CRD-mediated mRNA stability complex
go:0070938	MNXC1	contractile ring
go:0070939	MNXC3	Dsl1p complex
go:0070969	MNXC3	ULK1-ATG13-FIP200 complex|ULK1-ATG13-RB1CC1 complex
go:0070971	MNXC11	endoplasmic reticulum exit site|transitional ER|ER exit site
go:0070985	MNXC6	TFIIK complex
go:0070992	MNXC3	translation initiation complex
go:0070993	MNXC3	translation preinitiation complex
go:0071001	MNXC6	U4/U6 snRNP
go:0071002	MNXC6	U4atac/U6atac snRNP
go:0071003	MNXC6	penta-snRNP complex|penta-RNP complex
go:0071004	MNXC6	U2-type prespliceosome|major prespliceosome
go:0071005	MNXC6	U2-type precatalytic spliceosome|major precatalytic spliceosome
go:0071006	MNXC6	U2-type catalytic step 1 spliceosome|U2-type activated spliceosome|major catalytic step 1 spliceosome
go:0071007	MNXC6	U2-type catalytic step 2 spliceosome|major catalytic step 2 spliceosome
go:0071008	MNXC6	U2-type post-mRNA release spliceosomal complex|major post-mRNA release spliceosomal complex
go:0071009	MNXC6	U4atac/U6atac x U5 tri-snRNP complex|U4atac/U6atac.U5 snRNP complex
go:0071010	MNXC6	prespliceosome
go:0071011	MNXC6	precatalytic spliceosome
go:0071012	MNXC6	catalytic step 1 spliceosome|activated spliceosome
go:0071013	MNXC6	catalytic step 2 spliceosome
go:0071014	MNXC6	post-mRNA release spliceosomal complex
go:0071015	MNXC6	U12-type prespliceosome|minor prespliceosome
go:0071016	MNXC6	U12-type precatalytic spliceosome|minor precatalytic spliceosome
go:0071017	MNXC6	U12-type catalytic step 1 spliceosome|minor catalytic step 1 spliceosome|U12-type activated spliceosome
go:0071018	MNXC6	U12-type catalytic step 2 spliceosome|minor catalytic step 2 spliceosome
go:0071019	MNXC6	U12-type post-mRNA release spliceosomal complex|minor post-mRNA release spliceosomal complex
go:0071020	MNXC6	post-spliceosomal complex
go:0071021	MNXC6	U2-type post-spliceosomal complex|major post-spliceosomal complex
go:0071022	MNXC6	U12-type post-spliceosomal complex|minor post-spliceosomal complex
go:0071023	MNXC6	trans spliceosomal complex
go:0071024	MNXC6	SL snRNP
go:0071052	MNXC20	alpha9-beta1 integrin-ADAM1 complex
go:0071053	MNXC20	alpha9-beta1 integrin-ADAM2 complex
go:0071054	MNXC20	alpha9-beta1 integrin-ADAM3 complex
go:0071055	MNXC20	alpha9-beta1 integrin-ADAM9 complex
go:0071056	MNXC20	alpha9-beta1 integrin-ADAM15 complex
go:0071057	MNXC20	alphav-beta3 integrin-ADAM15 complex
go:0071058	MNXC20	alpha3-beta1 integrin-CD151 complex
go:0071059	MNXC20	alpha6-beta1 integrin-CD151 complex
go:0071060	MNXC20	alpha7-beta1 integrin-CD151 complex
go:0071061	MNXC20	alpha6-beta4 integrin-CD151 complex
go:0071062	MNXC20	alphav-beta3 integrin-vitronectin complex
go:0071064	MNXC20	alphaE-beta7 integrin-E-cadherin complex
go:0071065	MNXC20	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex
go:0071067	MNXC20	alphav-beta3 integrin-ADAM23 complex
go:0071068	MNXC20	alpha9-beta1 integrin-ADAM12 complex
go:0071069	MNXC20	alpha4-beta1 integrin-thrombospondin-1 complex
go:0071070	MNXC20	alpha4-beta1 integrin-thrombospondin-2 complex
go:0071075	MNXC3	CUGBP1-eIF2 complex
go:0071078	MNXC20	fibronectin-tissue transglutaminase complex
go:0071079	MNXC20	alpha2-beta1 integrin-chondroadherin complex
go:0071080	MNXC20	alpha3-beta1 integrin-basigin complex
go:0071081	MNXC20	alpha3-beta1 integrin-CD63 complex
go:0071082	MNXC20	alpha9-beta1 integrin-tenascin complex
go:0071083	MNXC20	alphaV-beta3 integrin-CD47-FCER2 complex
go:0071084	MNXC20	alpha2-beta1 integrin-CD47 complex
go:0071085	MNXC20	alphaIIb-beta3 integrin-CD9 complex
go:0071086	MNXC20	alphaIIb-beta3 integrin-CD9-CD47-platelet glycoprotein Ib complex
go:0071087	MNXC20	alpha11-beta1 integrin-collagen type I complex
go:0071088	MNXC20	alpha5-beta1 integrin-tissue transglutaminase complex
go:0071089	MNXC20	alphaV-beta3 integrin-tissue transglutaminase complex
go:0071090	MNXC20	alphaIIb-beta3 integrin-fibronectin-tissue transglutaminase complex
go:0071091	MNXC20	alpha1-beta1 integrin-tissue transglutaminase complex
go:0071092	MNXC20	alpha3-beta1 integrin-tissue transglutaminase complex
go:0071093	MNXC20	alpha5-beta1 integrin-fibronectin-tissue transglutaminase complex
go:0071094	MNXC20	alpha6-beta4 integrin-CD9 complex
go:0071095	MNXC20	alpha3-beta1 integrin-thrombospondin complex
go:0071096	MNXC20	alphaV-beta3 integrin-gelsolin complex
go:0071097	MNXC20	alphaV-beta3 integrin-paxillin-Pyk2 complex
go:0071098	MNXC20	alpha6-beta4 integrin-Fyn complex
go:0071099	MNXC20	alphaV-beta6 integrin-TGFbeta-3 complex
go:0071100	MNXC20	alphaV-beta8 integrin-MMP14-TGFbeta-1 complex
go:0071101	MNXC20	alpha4-beta1 integrin-JAM2 complex
go:0071102	MNXC20	alpha4-beta1 integrin-paxillin complex
go:0071112	MNXC20	alpha4-beta4 integrin-EMILIN-1 complex
go:0071113	MNXC20	alphaIIb-beta3 integrin-ICAM-4 complex
go:0071114	MNXC20	alphaV-beta3 integrin-tumstatin complex
go:0071115	MNXC20	alpha5-beta1 integrin-endostatin complex
go:0071116	MNXC20	alpha6-beta1 integrin-CYR61 complex
go:0071117	MNXC20	alpha5-beta1 integrin-fibronectin-NOV complex
go:0071118	MNXC20	alphaV-beta3 integrin-NOV complex
go:0071119	MNXC20	alpha7-beta1 integrin-nicotinamide riboside kinase complex
go:0071120	MNXC20	alpha4-beta1 integrin-CD47 complex
go:0071121	MNXC20	alpha9-beta1 integrin-VEGF-D complex
go:0071122	MNXC20	alpha9-beta1 integrin-VEGF-A complex
go:0071123	MNXC20	alpha9-beta1 integrin-VEGF-C complex
go:0071124	MNXC20	alpha1-beta1 integrin-tyrosine-protein phosphatase non-receptor type 2 complex
go:0071125	MNXC20	alphaV-beta3 integrin-EGFR complex
go:0071126	MNXC20	alphaV-beta6 integrin-osteopontin complex
go:0071127	MNXC20	alpha9-beta1 integrin-osteopontin complex
go:0071128	MNXC20	alpha5-beta1 integrin-osteopontin complex
go:0071129	MNXC20	alphaV-beta3 integrin-LPP3 complex
go:0071130	MNXC20	alpha5-beta1 integrin-LPP3 complex
go:0071131	MNXC20	alphaV-beta3 integrin-laminin alpha-4 complex
go:0071132	MNXC20	alphaX-beta2 integrin-ICAM-4 complex
go:0071133	MNXC20	alpha9-beta1 integrin-ADAM8 complex
go:0071134	MNXC20	alpha9-beta1 integrin-thrombospondin-1 complex
go:0071135	MNXC20	alpha7-beta1 integrin-focal adhesion kinase complex
go:0071136	MNXC20	alpha7-beta1 integrin-laminin alpha-2 complex
go:0071137	MNXC20	alphaV-beta3 integrin-CD98 complex
go:0071138	MNXC20	alpha5-beta5-fibronectin-SFRP2 complex
go:0071141	MNXC1	SMAD protein complex|SMAD complex
go:0071142	MNXC1	SMAD2 protein complex|SMAD2 homotrimer complex
go:0071143	MNXC1	SMAD3 protein complex|SMAD3 homotrimer complex
go:0071144	MNXC1	SMAD2-SMAD3 protein complex|SMAD2-SMAD3 complex
go:0071145	MNXC1	SMAD2-SMAD4 protein complex|SMAD2-SMAD4 heteromer complex
go:0071146	MNXC1	SMAD3-SMAD4 protein complex|SMAD3-SMAD4 complex
go:0071147	MNXC1	TEAD-2 multiprotein complex
go:0071148	MNXC6	TEAD-1-YAP complex
go:0071149	MNXC6	TEAD-2-YAP complex
go:0071150	MNXC6	TEAD-3-YAP complex
go:0071151	MNXC6	TEAD-4-YAP complex
go:0071152	MNXC1	G-protein alpha(q)-synembrin complex
go:0071153	MNXC1	G-protein alpha(o)-synembrin complex
go:0071154	MNXC1	G-protein alpha(i)1-synembrin complex
go:0071155	MNXC1	G-protein alpha(13)-synembrin complex
go:0071159	MNXC1	NF-kappaB complex
go:0071162	MNXC6	CMG complex|unwindosome
go:0071175	MNXC6	MAML2-RBP-Jkappa-ICN1 complex|MAML2-RBP-Jkappa-Notch1 complex
go:0071176	MNXC6	MAML2-RBP-Jkappa-ICN2 complex|MAML2-RBP-Jkappa-Notch2 complex
go:0071177	MNXC6	MAML2-RBP-Jkappa-ICN3 complex|MAML2-RBP-Jkappa-Notch3 complex
go:0071178	MNXC6	MAML2-RBP-Jkappa-ICN4 complex|MAML2-RBP-Jkappa-Notch4 complex
go:0071179	MNXC6	MAML3-RBP-Jkappa-ICN1 complex|MAML3-RBP-Jkappa-Notch1 complex
go:0071180	MNXC6	MAML3-RBP-Jkappa-ICN2 complex|MAML3-RBP-Jkappa-Notch2 complex
go:0071181	MNXC6	MAML3-RBP-Jkappa-ICN3 complex|MAML3-RBP-Jkappa-Notch3 complex
go:0071182	MNXC6	MAML3-RBP-Jkappa-ICN4 complex|MAML3-RBP-Jkappa-Notch4 complex
go:0071183	MNXC20	protocadherin-alpha-protocadherin-gamma complex
go:0071184	MNXC20	protocadherin-alpha-v4-protocadherin-gamma-a1 complex
go:0071185	MNXC20	protocadherin-alpha-v4-protocadherin-gamma-a3 complex
go:0071186	MNXC20	protocadherin-alpha-v4-protocadherin-gamma-b2 complex
go:0071187	MNXC20	protocadherin-alpha-v4-protocadherin-gamma-b4 complex
go:0071188	MNXC20	protocadherin-alpha-v7-protocadherin-gamma-a1 complex
go:0071189	MNXC20	protocadherin-alpha-v7-protocadherin-gamma-a3 complex
go:0071190	MNXC20	protocadherin-alpha-v7-protocadherin-gamma-b2 complex
go:0071191	MNXC20	protocadherin-alpha-v7-protocadherin-gamma-b4 complex
go:0071192	MNXC20	Kv4.2-KChIP1 channel complex
go:0071193	MNXC20	Kv4.2-KChIP2 channel complex
go:0071194	MNXC20	Kv4.2-KChIP3 channel complex
go:0071195	MNXC20	Kv4.2-KChIP4 channel complex
go:0071196	MNXC20	Kv4.3-KChIP1 channel complex
go:0071197	MNXC20	Kv4.2-Kv4.3 channel complex
go:0071198	MNXC20	Kv4.1-DPP6 channel complex|Kv4.1-DPPX channel complex
go:0071199	MNXC20	Kv4.1-DPP10 channel complex|Kv4.1-DPPY channel complex
go:0071200	MNXC20	Kv4.2-DPP6 channel complex|Kv4.2-DPPX channel complex
go:0071201	MNXC20	Kv4.3-DPP6 channel complex|Kv4.3-DPPX channel complex
go:0071202	MNXC20	Kv4.3-DPP10 channel complex|Kv4.3-DPPY channel complex
go:0071203	MNXC3	WASH complex
go:0071204	MNXC6	histone pre-mRNA 3'end processing complex|histone 3'end pre-mRNA complex
go:0071212	MNXC3	subsynaptic reticulum|SSR
go:0071254	MNXC3	cytoplasmic U snRNP body|U body|U-body
go:0071256	MNXC12	translocon complex
go:0071261	MNXC12	Ssh1 translocon complex
go:0071339	MNXC6	MLL1 complex
go:0071341	MNXC3	medial cortical node|midsome|mid1p medial cortical dot
go:0071437	MNXC1	invadopodium
go:0071438	MNXC20	invadopodium membrane
go:0071439	MNXC3	clathrin complex|clathrin triskelion
go:0071458	MNXC12	integral to cytosolic side of endoplasmic reticulum membrane|integral to ER membrane, cytosolic side|integral to cytosolic side of ER membrane
go:0071513	MNXC3	phosphopantothenoylcysteine decarboxylase complex
go:0071521	MNXC3	Cdc42 GTPase complex|Ras1-Scd1-Scd2-Cdc42-Shk1 complex
go:0071540	MNXC3	eukaryotic translation initiation factor 3 complex, eIF3e|eIF3e-containing eukaryotic translation initiation factor 3 complex
go:0071541	MNXC3	eukaryotic translation initiation factor 3 complex, eIF3m|eIF3m-containing eukaryotic translation initiation factor 3 complex
go:0071546	MNXC3	pi-body|intermitochondrial cement
go:0071547	MNXC3	piP-body
go:0071556	MNXC12	integral to lumenal side of endoplasmic reticulum membrane|integral to ER membrane, lumenal side|integral to lumenal side of ER membrane
go:0071561	MNXC1	nucleus-vacuole junction|NVJ|NV junction|nucleus-vacuole membrane contact site
go:0071563	MNXC3	Myo2p-Vac17p-Vac8p transport complex
go:0071564	MNXC6	npBAF complex
go:0071565	MNXC6	nBAF complex
go:0071575	MNXC20	integral to external side of plasma membrane
go:0071595	MNXC1	Nem1-Spo7 phosphatase complex
go:0071597	MNXC22	cellular birth scar
go:0071598	MNXC3	neuronal ribonucleoprotein granule|neuronal RNP granule
go:0071601	MNXC6	sphere organelle
go:0071627	MNXC10	integral to fungal-type vacuolar membrane
go:0071628	MNXC10	intrinsic to fungal-type vacuolar membrane
go:0071664	MNXC3	catenin-TCF7L2 complex|catenin-TCF4 complex
go:0071665	MNXC3	gamma-catenin-TCF7L2 complex|gamma-catenin-TCF4 complex|plakoglobin-TCF4 complex
go:0071666	MNXC1	Slit-Robo signaling complex|Slit-Robo signalling complex
go:0071682	MNXC3	endocytic vesicle lumen
go:0071683	MNXC1	sensory dendrite
go:0071685	MNXC18	NADH dehydrogenase complex (plastoquinone)
go:0071686	MNXC6	horsetail nucleus
go:0071687	MNXC6	horsetail nucleus leading edge
go:0071735	MNXC1	IgG immunoglobulin complex
go:0071736	MNXC2	IgG immunoglobulin complex, circulating
go:0071737	MNXC20	IgG B cell receptor complex
go:0071738	MNXC1	IgD immunoglobulin complex
go:0071739	MNXC2	IgD immunoglobulin complex, circulating|IgD antibody
go:0071740	MNXC20	IgD B cell receptor complex|surface IgD|membrane-bound IgD
go:0071741	MNXC1	IgD immunoglobulin complex, GPI-anchored|GPI-anchored IgD
go:0071742	MNXC1	IgE immunoglobulin complex
go:0071743	MNXC2	IgE immunoglobulin complex, circulating|IgE antibody
go:0071744	MNXC20	IgE B cell receptor complex|surface IgE|membrane-bound IgE
go:0071745	MNXC1	IgA immunoglobulin complex
go:0071746	MNXC2	IgA immunoglobulin complex, circulating|IgA antibody
go:0071747	MNXC20	IgA B cell receptor complex
go:0071748	MNXC2	monomeric IgA immunoglobulin complex|monomeric IgA antibody
go:0071749	MNXC2	polymeric IgA immunoglobulin complex|pIgA antibody|polymeric IgA antibody
go:0071750	MNXC2	dimeric IgA immunoglobulin complex|dimeric IgA antibody
go:0071751	MNXC2	secretory IgA immunoglobulin complex|sIgA antibody|secretory IgA antibody
go:0071752	MNXC2	secretory dimeric IgA immunoglobulin complex|secretory dimeric IgA antibody
go:0071753	MNXC1	IgM immunoglobulin complex
go:0071754	MNXC2	IgM immunoglobulin complex, circulating|IgM antibody
go:0071755	MNXC20	IgM B cell receptor complex
go:0071756	MNXC2	pentameric IgM immunoglobulin complex|pentameric IgM antibody
go:0071757	MNXC2	hexameric IgM immunoglobulin complex|hexameric IgM antibody
go:0071758	MNXC1	IgW immunoglobulin complex
go:0071759	MNXC1	IgX immunoglobulin complex
go:0071760	MNXC1	IgY immunoglobulin complex
go:0071761	MNXC1	IgZ immunoglobulin complex|IgT immunoglobulin complex
go:0071762	MNXC1	heavy chain immunoglobulin complex
go:0071778	MNXC6	WINAC complex
go:0071781	MNXC11	endoplasmic reticulum cisternal network|ER cisternal network
go:0071782	MNXC11	endoplasmic reticulum tubular network|ER tubular network
go:0071797	MNXC1	LUBAC complex
go:0071808	MNXC1	satellite fibril
go:0071817	MNXC1	MMXD complex|MMS19-MIP18-XPD complex
go:0071818	MNXC3	BAT3 complex
go:0071819	MNXC6	DUBm complex|deubiquitinating module|deubiquitination module
go:0071821	MNXC6	FANCM-MHF complex
go:0071914	MNXC2	prominosome|prominin-containing extracellular membrane vesicle
go:0071920	MNXC6	cleavage body
go:0071942	MNXC6	XPC complex
go:0071943	MNXC6	Myc-Max complex
go:0071944	MNXC1	cell periphery
go:0071953	MNXC1	elastic fiber|elastic fibre|elastin fiber
go:0071957	MNXC3	old spindle pole body|old SPB
go:0071958	MNXC3	new spindle pole body|new SPB
go:0071986	MNXC1	Ragulator complex|MAPKSP1/ROBLD3/C11orf59 complex
go:0072324	MNXC2	ascus epiplasm
go:0072357	MNXC1	PTW/PP1 phosphatase complex
go:0072372	MNXC1	primary cilium
go:0072379	MNXC3	ER membrane insertion complex|endoplasmic reticulum membrane insertion complex
go:0072380	MNXC3	TRC complex|TMD recognition complex
go:0072487	MNXC6	MSL complex
go:0072492	MNXC2	host cell mitochondrial intermembrane space
go:0072493	MNXC2	host cell endosome lumen|host endosome lumen
go:0072494	MNXC2	host multivesicular body|host cell multivesicular body
go:0072495	MNXC2	host cell Cajal body|host cell coiled body|coiled body of host
go:0072516	MNXC3	viral assembly compartment|virion assembly compartment
go:0072517	MNXC2	host cell viral assembly compartment|host cell virion assembly compartment
go:0072534	MNXC1	perineuronal net|PNN
go:0072536	MNXC20	interleukin-23 receptor complex|IL-23 receptor complex
go:0072546	MNXC12	ER membrane protein complex|endoplasmic reticulum membrane protein complex|EMC
go:0072556	MNXC2	other organism presynaptic membrane
go:0072557	MNXC1	IPAF inflammasome complex
go:0072558	MNXC1	NLRP1 inflammasome complex|NALP1 inflammasome complex
go:0072559	MNXC1	NLRP3 inflammasome complex|NALP3 inflammasome complex
go:0072562	MNXC2	blood microparticle|cell membrane microparticle
go:0072563	MNXC2	endothelial microparticle
go:0072588	MNXC1	box H/ACA RNP complex
go:0072589	MNXC6	box H/ACA scaRNP complex|nucleoplasmic box H/ACA RNP pseudouridylase complex
go:0072669	MNXC1	tRNA-splicing ligase complex|tRNA splicing ligase complex
go:0072686	MNXC1	mitotic spindle
go:0072687	MNXC1	meiotic spindle
go:0075341	MNXC2	host cell PML body|host cell PML nuclear body|host cell PML NB
go:0080008	MNXC1	CUL4 RING ubiquitin ligase complex
go:0080085	MNXC3	signal recognition particle, chloroplast targeting
go:0085026	MNXC2	tubovesicular membrane network|TVN|TVM network
go:0085035	MNXC1	haustorium
go:0085036	MNXC2	extrahaustorial matrix
go:0085037	MNXC2	extrahaustorial membrane
go:0085039	MNXC2	extra-invasive hyphal membrane
go:0085040	MNXC2	extra-invasive hyphal space
go:0085041	MNXC1	arbuscule
go:0085042	MNXC2	periarbuscular membrane
go:0090123	MNXC17	lysosomal glycocalyx
go:0090395	MNXC1	plant cell papilla
go:0090396	MNXC1	leaf papilla
go:0090397	MNXC1	stigma papilla
go:0090404	MNXC1	pollen tube tip
go:0090405	MNXC1	unicellular trichome branch
go:0090406	MNXC1	pollen tube
go:0097002	MNXC5	mitochondrial inner boundary membrane
go:0097013	MNXC3	phagocytic vesicle lumen
go:0097014	MNXC3	microtubule-based flagellar cytoplasm|microtubule-based flagellum cytoplasm
go:0097015	MNXC3	bacterial-type flagellar cytoplasm|bacterial-type flagellum cytoplasm
go:0097025	MNXC20	MPP7-DLG1-LIN7 complex
go:0097038	MNXC11	perinuclear endoplasmic reticulum|perinuclear ER
go:0097042	MNXC10	extrinsic to fungal-type vacuolar membrane
go:0097047	MNXC1	DNA replication termination region|TER
go:0097057	MNXC1	TRAF2-GSTP1 complex
go:0097058	MNXC2	CRLF-CLCF1 complex
go:0097059	MNXC2	CNTFR-CLCF1 complex
go:0097060	MNXC1	synaptic membrane
go:0097071	MNXC1	interferon regulatory factor complex|IRF complex
go:0097072	MNXC1	interferon regulatory factor 3 complex|IRF3:IRF3 complex
go:0097073	MNXC1	interferon regulatory factor 5 complex|IRF5:IRF5 complex
go:0097074	MNXC1	interferon regulatory factor 7 complex|IRF7:IRF7 complex
go:0097075	MNXC1	interferon regulatory factor 3-interferon regulatory factor 7 complex|IRF3:IRF7 complex
go:0097076	MNXC1	transforming growth factor beta activated kinase 1 complex|TAK1 kinase complex
go:0097078	MNXC1	FAl1-SGD1 complex
go:0097085	MNXC1	interferon regulatory factor 3-interferon regulatory factor 5 complex|IRF3:IRF5 complex
